"loan_amount","borrower_income","borrower_race","bank_action"
416000,282000,"W","approved"
480000,142000,"B","approved"
115000,81000,"W","approved"
67000,15000,"W","approved"
75000,77000,"W","approved"
2e+05,265000,"W","approved"
150000,36000,"B","approved"
208000,65000,"W","approved"
314000,244000,"B","approved"
159000,44000,"W","approved"
45000,22000,"W","approved"
288000,213000,"W","approved"
56000,18000,"W","approved"
71000,36000,"W","denied"
327000,119000,"W","approved"
568000,270000,"W","approved"
409000,82000,"W","approved"
1300000,326000,"W","approved"
138000,235000,"W","approved"
10000,120000,"W","approved"
733000,150000,"W","approved"
480000,259000,"W","approved"
276000,269000,"W","approved"
356000,156000,"W","approved"
1e+06,260000,"W","approved"
101000,19000,"W","approved"
417000,116000,"W","approved"
409000,136000,"W","approved"
417000,434000,"W","approved"
250000,45000,"W","approved"
194000,46000,"W","approved"
160000,90000,"W","approved"
6e+05,189000,"W","approved"
656000,520000,"W","approved"
82000,520000,"W","denied"
48000,27000,"A","approved"
65000,21000,"B","approved"
47000,32000,"W","approved"
232000,338000,"B","approved"
165000,35000,"W","approved"
320000,110000,"W","approved"
344000,87000,"W","approved"
86000,42000,"W","approved"
648000,258000,"W","approved"
159000,78000,"W","approved"
38000,189000,"W","approved"
335000,199000,"B","approved"
664000,556000,"W","approved"
61000,29000,"W","denied"
396000,204000,"W","approved"
54000,16000,"W","approved"
518000,252000,"W","approved"
417000,297000,"B","approved"
1e+06,625000,"W","approved"
132000,201000,"B","approved"
33000,37000,"W","approved"
97000,54000,"W","approved"
81000,38000,"W","approved"
490000,153000,"W","approved"
71000,39000,"W","approved"
46000,30000,"A","approved"
90000,80000,"W","approved"
360000,105000,"W","approved"
192000,319000,"W","denied"
144000,70000,"W","approved"
150000,28000,"B","approved"
34000,47000,"W","approved"
1220000,839000,"O","approved"
132000,1e+05,"W","denied"
1e+06,242000,"W","approved"
318000,514000,"W","approved"
189000,42000,"W","approved"
85000,136000,"W","approved"
4e+05,275000,"B","approved"
417000,143000,"B","approved"
1e+06,287000,"W","denied"
116000,31000,"W","approved"
229000,80000,"W","denied"
108000,66000,"W","approved"
176000,78000,"W","approved"
598000,360000,"W","approved"
548000,242000,"W","approved"
417000,125000,"W","approved"
128000,34000,"W","approved"
72000,33000,"W","approved"
90000,47000,"W","denied"
395000,125000,"W","approved"
80000,25000,"W","approved"
154000,43000,"W","approved"
520000,203000,"W","approved"
876000,348000,"W","approved"
10000,66000,"W","approved"
316000,141000,"W","approved"
417000,116000,"W","approved"
28000,27000,"W","approved"
274000,142000,"A","approved"
592000,182000,"W","approved"
112000,38000,"W","approved"
548000,527000,"W","approved"
290000,185000,"W","approved"
71000,33000,"W","approved"
71000,21000,"W","denied"
112000,91000,"W","approved"
266000,75000,"W","approved"
71000,20000,"W","approved"
568000,277000,"W","approved"
76000,85000,"W","approved"
99000,27000,"A","approved"
104000,53000,"B","denied"
387000,144000,"W","approved"
279000,105000,"W","approved"
48000,38000,"W","approved"
76000,50000,"W","approved"
76000,155000,"W","approved"
60000,42000,"A","approved"
64000,21000,"W","approved"
121000,89000,"B","approved"
40000,51000,"W","approved"
417000,141000,"B","approved"
48000,46000,"A","approved"
47000,17000,"W","approved"
105000,38000,"W","approved"
108000,40000,"W","approved"
172000,98000,"W","approved"
971000,8e+05,"W","approved"
150000,30000,"W","approved"
140000,52000,"W","denied"
135000,66000,"W","denied"
337000,144000,"A","approved"
141000,50000,"W","approved"
93000,40000,"W","approved"
222000,148000,"B","approved"
628000,311000,"W","approved"
325000,143000,"W","approved"
112000,25000,"W","approved"
68000,16000,"W","approved"
257000,111000,"W","approved"
528000,179000,"B","approved"
101000,131000,"W","approved"
593000,301000,"W","approved"
520000,247000,"W","approved"
97000,73000,"W","approved"
109000,53000,"W","approved"
55000,31000,"W","approved"
174000,80000,"W","approved"
417000,193000,"O","approved"
103000,193000,"W","approved"
80000,32000,"W","approved"
1e+05,44000,"W","approved"
72000,108000,"W","approved"
62000,21000,"W","approved"
246000,97000,"W","approved"
342000,151000,"W","approved"
224000,83000,"W","approved"
220000,105000,"W","approved"
92000,89000,"W","approved"
194000,60000,"W","denied"
344000,1e+05,"W","approved"
675000,270000,"W","approved"
135000,71000,"O","denied"
112000,86000,"W","approved"
267000,55000,"W","approved"
250000,99000,"B","approved"
220000,74000,"W","approved"
297000,96000,"W","approved"
175000,53000,"W","approved"
160000,95000,"W","approved"
79000,97000,"W","approved"
162000,89000,"W","approved"
137000,119000,"W","approved"
110000,85000,"W","approved"
210000,105000,"B","denied"
114000,80000,"W","approved"
96000,14000,"W","approved"
2e+05,86000,"B","approved"
65000,19000,"W","approved"
202000,92000,"W","approved"
23000,119000,"W","approved"
60000,72000,"W","approved"
154000,208000,"W","approved"
48000,36000,"B","approved"
288000,132000,"W","approved"
417000,125000,"W","approved"
260000,102000,"W","approved"
125000,103000,"W","approved"
356000,143000,"W","approved"
72000,29000,"W","approved"
186000,126000,"B","approved"
154000,83000,"W","approved"
417000,183000,"B","approved"
116000,110000,"W","approved"
50000,102000,"B","approved"
194000,122000,"W","approved"
180000,52000,"W","approved"
89000,348000,"A","approved"
416000,77000,"W","approved"
123000,35000,"W","denied"
368000,140000,"W","approved"
360000,94000,"W","approved"
67000,28000,"B","approved"
68000,105000,"W","approved"
6e+05,163000,"W","approved"
555000,158000,"W","approved"
428000,254000,"W","approved"
875000,612000,"A","denied"
7e+05,222000,"B","denied"
288000,105000,"B","denied"
134000,65000,"W","approved"
620000,52000,"W","denied"
7e+05,132000,"W","denied"
295000,181000,"W","approved"
53000,165000,"W","approved"
180000,104000,"W","approved"
584000,167000,"B","approved"
136000,122000,"B","approved"
75000,143000,"W","approved"
170000,13000,"W","approved"
324000,96000,"W","approved"
680000,328000,"W","approved"
406000,92000,"W","approved"
3e+05,116000,"B","approved"
60000,42000,"B","approved"
225000,64000,"W","approved"
75000,29000,"W","approved"
138000,78000,"W","approved"
425000,191000,"W","approved"
214000,154000,"W","approved"
181000,96000,"W","approved"
113000,22000,"B","approved"
88000,34000,"W","approved"
158000,61000,"W","denied"
67000,104000,"W","approved"
235000,144000,"W","approved"
164000,55000,"W","approved"
22000,40000,"B","approved"
120000,42000,"W","denied"
320000,109000,"W","approved"
120000,35000,"B","approved"
150000,90000,"W","approved"
65000,41000,"A","approved"
235000,123000,"W","denied"
1e+05,49000,"W","approved"
60000,95000,"A","approved"
231000,80000,"W","approved"
348000,146000,"W","approved"
98000,35000,"W","approved"
45000,49000,"W","approved"
119000,43000,"W","approved"
216000,53000,"W","approved"
1065000,573000,"W","approved"
425000,224000,"W","approved"
97000,37000,"W","approved"
205000,80000,"W","approved"
280000,240000,"W","approved"
230000,139000,"O","approved"
205000,92000,"W","approved"
116000,58000,"W","approved"
110000,43000,"B","approved"
104000,30000,"W","approved"
50000,25000,"W","approved"
70000,70000,"W","approved"
232000,90000,"W","denied"
104000,37000,"A","approved"
74000,70000,"W","denied"
186000,102000,"W","denied"
101000,113000,"W","approved"
111000,79000,"W","approved"
311000,90000,"W","approved"
45000,14000,"W","approved"
191000,95000,"W","approved"
149000,33000,"W","denied"
142000,55000,"W","approved"
177000,70000,"W","approved"
248000,97000,"W","approved"
129000,36000,"W","approved"
217000,77000,"W","approved"
121000,67000,"W","approved"
152000,83000,"O","denied"
108000,38000,"W","denied"
108000,31000,"W","approved"
417000,143000,"W","denied"
360000,345000,"W","approved"
248000,175000,"W","approved"
221000,90000,"B","denied"
62000,63000,"W","approved"
89000,150000,"W","approved"
171000,71000,"W","approved"
2e+05,78000,"W","approved"
101000,26000,"W","denied"
290000,107000,"W","approved"
180000,32000,"W","approved"
164000,46000,"B","approved"
350000,2e+05,"W","approved"
139000,141000,"W","approved"
130000,26000,"W","denied"
126000,66000,"W","approved"
269000,77000,"W","approved"
146000,128000,"W","approved"
56000,27000,"W","denied"
106000,62000,"W","approved"
90000,54000,"B","approved"
93000,37000,"O","denied"
82000,58000,"W","approved"
88000,39000,"W","approved"
117000,75000,"W","approved"
69000,6000,"W","approved"
122000,56000,"W","approved"
195000,68000,"W","approved"
247000,186000,"W","approved"
284000,115000,"W","approved"
199000,81000,"W","approved"
58000,29000,"W","approved"
72000,65000,"B","approved"
250000,104000,"B","approved"
50000,1e+05,"W","approved"
408000,188000,"W","approved"
1e+05,63000,"W","approved"
56000,28000,"W","approved"
94000,42000,"W","approved"
157000,64000,"W","approved"
114000,32000,"W","denied"
96000,30000,"W","approved"
128000,83000,"W","approved"
81000,19000,"W","approved"
170000,59000,"W","approved"
158000,66000,"W","approved"
309000,89000,"W","approved"
268000,67000,"W","approved"
352000,75000,"W","approved"
105000,38000,"B","approved"
158000,107000,"O","approved"
266000,210000,"W","approved"
370000,220000,"W","denied"
240000,102000,"W","approved"
101000,38000,"W","denied"
244000,103000,"W","approved"
120000,79000,"W","approved"
160000,32000,"W","approved"
253000,70000,"B","approved"
251000,75000,"W","approved"
141000,51000,"B","approved"
117000,147000,"W","approved"
123000,110000,"W","approved"
271000,147000,"W","approved"
116000,34000,"W","approved"
315000,185000,"B","approved"
250000,255000,"W","approved"
244000,97000,"W","approved"
225000,62000,"W","approved"
75000,28000,"W","approved"
138000,76000,"W","approved"
59000,30000,"W","approved"
150000,62000,"W","approved"
240000,107000,"W","approved"
417000,132000,"O","approved"
120000,35000,"W","approved"
118000,35000,"W","approved"
284000,119000,"O","approved"
275000,1e+05,"W","approved"
50000,33000,"W","approved"
66000,59000,"B","approved"
223000,55000,"W","approved"
111000,87000,"B","approved"
104000,46000,"W","approved"
136000,48000,"W","approved"
104000,35000,"W","approved"
347000,98000,"A","approved"
275000,82000,"W","denied"
130000,69000,"W","approved"
92000,83000,"W","approved"
82000,34000,"W","approved"
167000,67000,"W","approved"
140000,60000,"W","approved"
377000,134000,"W","approved"
88000,53000,"W","approved"
417000,161000,"W","approved"
120000,50000,"W","approved"
60000,43000,"W","approved"
259000,78000,"W","approved"
172000,64000,"W","approved"
360000,134000,"W","approved"
159000,93000,"W","approved"
132000,74000,"B","approved"
208000,89000,"W","approved"
216000,93000,"W","approved"
120000,45000,"W","approved"
129000,55000,"W","approved"
201000,110000,"W","approved"
279000,98000,"O","approved"
180000,60000,"B","approved"
82000,53000,"O","approved"
256000,68000,"W","denied"
242000,166000,"W","approved"
118000,77000,"W","approved"
157000,96000,"W","approved"
131000,111000,"W","approved"
60000,21000,"W","approved"
109000,33000,"W","denied"
95000,153000,"W","approved"
246000,108000,"W","approved"
103000,92000,"W","approved"
160000,50000,"W","approved"
1e+05,43000,"W","approved"
78000,88000,"A","approved"
94000,33000,"W","approved"
158000,56000,"W","approved"
405000,174000,"W","approved"
207000,58000,"W","denied"
169000,106000,"W","approved"
128000,79000,"W","approved"
104000,38000,"W","approved"
85000,77000,"W","approved"
120000,60000,"W","approved"
376000,338000,"W","approved"
70000,85000,"W","approved"
120000,56000,"W","approved"
342000,130000,"W","approved"
61000,66000,"B","approved"
56000,29000,"W","approved"
266000,135000,"W","approved"
118000,59000,"W","approved"
136000,82000,"W","approved"
190000,132000,"W","approved"
75000,36000,"W","approved"
144000,47000,"W","approved"
270000,228000,"W","approved"
108000,59000,"A","approved"
137000,61000,"B","denied"
134000,51000,"W","approved"
108000,144000,"W","approved"
172000,91000,"W","approved"
332000,102000,"W","approved"
124000,74000,"W","approved"
224000,230000,"B","approved"
185000,157000,"O","approved"
189000,34000,"W","approved"
118000,34000,"W","approved"
264000,73000,"W","approved"
124000,114000,"W","approved"
2e+05,91000,"W","denied"
81000,36000,"B","approved"
128000,107000,"W","approved"
855000,5e+05,"A","approved"
152000,37000,"W","approved"
62000,25000,"B","approved"
113000,93000,"W","approved"
297000,115000,"W","approved"
257000,85000,"W","approved"
180000,86000,"W","denied"
132000,70000,"W","approved"
119000,351000,"W","approved"
54000,19000,"B","approved"
124000,50000,"W","denied"
117000,62000,"B","approved"
417000,154000,"W","denied"
140000,113000,"W","approved"
397000,104000,"W","denied"
79000,88000,"W","approved"
191000,54000,"W","approved"
312000,111000,"W","approved"
66000,36000,"W","approved"
220000,82000,"W","approved"
228000,76000,"W","approved"
70000,48000,"W","approved"
161000,82000,"O","approved"
105000,32000,"W","approved"
60000,14000,"B","approved"
131000,60000,"W","approved"
172000,67000,"W","approved"
53000,30000,"W","approved"
203000,183000,"W","approved"
157000,96000,"W","approved"
83000,38000,"W","approved"
284000,60000,"B","approved"
284000,60000,"W","approved"
79000,144000,"W","approved"
108000,57000,"A","approved"
140000,49000,"W","approved"
417000,202000,"W","approved"
188000,45000,"W","approved"
225000,164000,"W","approved"
1e+05,58000,"W","approved"
68000,71000,"B","approved"
77000,57000,"W","approved"
125000,60000,"W","approved"
62000,30000,"B","approved"
108000,47000,"W","approved"
171000,140000,"W","approved"
186000,71000,"W","denied"
297000,174000,"W","approved"
60000,42000,"W","approved"
75000,41000,"B","approved"
417000,244000,"W","approved"
99000,98000,"B","approved"
59000,95000,"W","approved"
108000,55000,"B","approved"
64000,39000,"B","denied"
198000,166000,"O","approved"
324000,77000,"W","approved"
243000,109000,"W","approved"
112000,66000,"W","approved"
80000,18000,"W","approved"
180000,164000,"W","approved"
194000,49000,"W","approved"
153000,76000,"W","approved"
76000,52000,"W","denied"
120000,72000,"W","approved"
50000,41000,"A","approved"
192000,33000,"W","approved"
83000,35000,"W","approved"
208000,88000,"W","approved"
144000,75000,"W","approved"
190000,79000,"W","approved"
184000,227000,"W","approved"
136000,62000,"W","approved"
114000,88000,"B","denied"
76000,76000,"W","approved"
324000,150000,"W","approved"
67000,56000,"W","approved"
110000,81000,"W","approved"
52000,176000,"O","denied"
109000,61000,"W","approved"
155000,53000,"W","denied"
84000,63000,"W","approved"
57000,45000,"B","denied"
107000,68000,"W","approved"
250000,31000,"W","approved"
82000,44000,"W","approved"
203000,72000,"W","approved"
165000,48000,"W","approved"
162000,57000,"W","approved"
1e+05,139000,"W","approved"
347000,145000,"W","approved"
135000,68000,"W","approved"
141000,76000,"W","approved"
50000,63000,"W","approved"
137000,33000,"W","approved"
102000,58000,"W","approved"
75000,330000,"B","denied"
104000,58000,"W","approved"
30000,60000,"W","approved"
35000,58000,"W","approved"
272000,38000,"W","approved"
55000,86000,"B","approved"
68000,12000,"B","approved"
30000,12000,"W","approved"
60000,5000,"W","approved"
80000,72000,"W","approved"
125000,101000,"W","approved"
45000,27000,"W","approved"
150000,130000,"W","approved"
42000,70000,"W","approved"
104000,133000,"W","approved"
